Transaction_ID,Customer_ID,Product,Quantity,Price_per_Unit,Total_Amount,Discount,Payment_Method,Store_Location,Customer_Category,Customer_Age,Customer_Gender,Month,Product_Demand_Score,Cross_Sell_Potential
T16074,C170,Rice,2,125.46,200.74,20,Debit Card,Delhi,Rare,57,Male,9,0.94,0.41
T16075,C905,Shampoo,8,468.23,3183.96,15,Credit Card,Ahmedabad,Regular,27,Female,9,0.65,0.73
T16076,C545,Coffee,6,477.9,2437.29,15,Net Banking,Hyderabad,Rare,30,Female,9,0.48,0.98
T16077,C753,Pepsi,2,479.86,863.75,10,Debit Card,Mumbai,Rare,39,Male,9,0.56,0.29
T16078,C284,Chocolate,7,420.41,2501.44,15,UPI,Chennai,Regular,38,Male,9,0.85,0.32
T16079,C736,Milk,4,188.27,715.43,5,Net Banking,Chennai,Regular,18,Male,9,0.94,0.4
T16080,C280,Chocolate,2,45.62,82.12,10,Debit Card,Pune,Rare,58,Male,9,0.76,0.52
T16081,C669,Tea,6,288.72,1385.86,20,Net Banking,Chennai,Regular,59,Male,9,0.78,0.73
T16082,C452,Soap,9,283.75,2298.38,10,Net Banking,Hyderabad,Regular,19,Male,9,0.39,0.42
T16083,C193,Rice,9,426.49,3838.41,0,Debit Card,Bangalore,Regular,46,Female,9,0.52,0.19
T16084,C327,Shampoo,8,498.04,3585.89,10,Cash,Bangalore,Regular,28,Male,9,0.9,0.76
T16085,C140,Biscuit,3,259.0,660.45,15,UPI,Pune,Regular,54,Male,9,0.81,0.82
T16086,C584,Maggie,3,179.15,510.58,5,Credit Card,Bangalore,Rare,24,Male,9,0.72,0.32
T16087,C942,Coke,2,101.09,161.74,20,Debit Card,Ahmedabad,Rare,52,Male,9,0.16,0.22
T16088,C453,Atta,5,12.35,49.4,20,UPI,Mumbai,Regular,47,Female,9,0.14,0.58
T16089,C532,Oil,4,259.47,882.2,15,Net Banking,Mumbai,Regular,33,Male,9,0.22,0.29
T16090,C613,Toothpaste,7,282.2,1679.09,15,Net Banking,Bangalore,Regular,32,Female,9,0.62,0.44
T16091,C465,Sugar,4,414.22,1408.35,15,Credit Card,Delhi,Regular,57,Male,9,0.58,0.8
T16092,C587,Sugar,9,257.24,2315.16,0,Credit Card,Hyderabad,Regular,37,Male,9,0.95,0.3
T16093,C683,Cheese,2,459.07,872.23,5,Debit Card,Ahmedabad,Regular,45,Male,9,0.73,0.83
T16094,C897,Butter,6,317.76,1906.56,0,Credit Card,Kolkata,Regular,54,Female,9,0.36,0.71
T16095,C256,Paneer,7,421.76,2509.47,15,Net Banking,Bangalore,Regular,20,Female,9,0.25,0.3
T16096,C783,Juice,4,82.67,314.15,5,UPI,Pune,Rare,46,Male,9,0.86,0.57
T16097,C575,Juice,6,429.11,2188.46,15,Credit Card,Kolkata,Regular,54,Male,9,0.51,0.65
T16098,C565,Rice,7,340.82,2266.45,5,Credit Card,Ahmedabad,Regular,26,Male,9,0.69,0.28
T16099,C529,Paneer,4,93.41,298.91,20,Cash,Chennai,Rare,44,Male,9,0.61,0.23
T16100,C245,Pepsi,8,102.98,823.84,0,Net Banking,Pune,Rare,49,Male,9,0.2,0.58
T16101,C186,Rice,9,463.99,3549.52,15,UPI,Chennai,Regular,63,Male,9,0.15,0.72
T16102,C198,Cheese,1,25.79,21.92,15,Net Banking,Kolkata,Regular,56,Male,9,0.44,0.52
T16103,C354,Coke,7,236.64,1490.83,10,Cash,Hyderabad,Regular,48,Female,9,0.43,0.16
T16104,C716,Milk,9,163.6,1177.92,20,Debit Card,Kolkata,Rare,64,Female,9,0.71,0.93
T16105,C519,Paneer,5,335.89,1427.53,15,Net Banking,Bangalore,Rare,43,Male,9,0.67,0.73
T16106,C59,Maggie,2,421.42,842.84,0,Debit Card,Chennai,Rare,57,Male,9,0.97,0.66
T16107,C671,Juice,6,186.59,895.63,20,Cash,Pune,Rare,20,Male,9,0.87,0.68
T16108,C301,Rice,7,219.18,1304.12,15,Credit Card,Mumbai,Regular,28,Male,9,0.55,0.46
T16109,C575,Oil,2,491.14,982.28,0,UPI,Mumbai,Regular,46,Male,9,0.55,0.99
T16110,C534,Chocolate,2,394.12,709.42,10,Net Banking,Delhi,Regular,44,Male,9,0.71,0.22
T16111,C579,Shampoo,1,449.63,404.67,10,Net Banking,Delhi,Rare,64,Female,9,0.2,0.77
T16112,C185,Chocolate,4,224.99,899.96,0,UPI,Kolkata,Regular,27,Female,9,1.0,0.48
T16113,C533,Paneer,7,124.7,698.32,20,Cash,Mumbai,Regular,52,Female,9,0.57,0.89
T16114,C275,Toothpaste,9,211.81,1906.29,0,Credit Card,Ahmedabad,Regular,64,Male,9,0.92,0.75
T16115,C583,Shampoo,3,360.89,1082.67,0,Credit Card,Delhi,Regular,40,Female,9,0.97,0.61
T16116,C490,Chocolate,7,63.62,400.81,10,Credit Card,Ahmedabad,Rare,23,Male,9,0.62,0.94
T16117,C465,Coffee,7,142.53,897.94,10,Net Banking,Mumbai,Rare,28,Female,9,0.19,0.92
T16118,C569,Butter,7,32.85,206.96,10,Credit Card,Hyderabad,New,60,Male,9,0.62,0.15
T16119,C730,Shampoo,2,221.85,377.14,15,Credit Card,Mumbai,Regular,44,Female,9,0.64,0.27
T16120,C877,Shampoo,6,415.45,2118.79,15,Cash,Delhi,Regular,48,Male,9,0.81,0.71
T16121,C135,Shampoo,2,22.09,41.97,5,Net Banking,Chennai,Regular,47,Female,9,0.14,0.93
T16122,C629,Pepsi,6,340.91,1738.64,15,Debit Card,Bangalore,Rare,20,Female,9,0.52,0.49
T16123,C235,Paneer,3,466.92,1120.61,20,Credit Card,Kolkata,Regular,30,Female,9,0.93,0.13
T16124,C449,Salt,2,126.09,201.74,20,Net Banking,Chennai,Regular,57,Male,9,0.99,0.68
T16125,C24,Toothpaste,6,349.88,1889.35,10,Cash,Mumbai,Regular,38,Male,9,0.27,0.28
T16126,C55,Milk,2,487.8,975.6,0,Debit Card,Delhi,Regular,60,Male,9,0.88,0.6
T16127,C56,Maggie,5,481.52,2166.84,10,Credit Card,Kolkata,Rare,28,Male,9,0.23,0.45
T16128,C58,Chocolate,2,125.12,250.24,0,Debit Card,Bangalore,Rare,62,Male,9,0.86,0.6
T16129,C411,Rice,3,59.16,159.73,10,Net Banking,Kolkata,Regular,20,Female,9,0.35,0.94
T16130,C205,Paneer,3,82.66,223.18,10,Cash,Hyderabad,New,55,Male,9,0.96,0.54
T16131,C936,Toothpaste,6,354.0,1699.2,20,Cash,Hyderabad,Regular,48,Male,9,0.73,0.13
T16132,C383,Coffee,6,365.62,2193.72,0,UPI,Chennai,Rare,41,Male,9,0.46,0.62
T16133,C810,Chocolate,3,340.38,970.08,5,Debit Card,Delhi,Regular,59,Female,9,0.35,0.39
T16134,C857,Paneer,3,174.68,497.84,5,Debit Card,Delhi,Regular,29,Female,9,0.31,0.8
T16135,C406,Soap,1,93.19,83.87,10,Net Banking,Bangalore,Regular,63,Female,9,0.71,0.52
T16136,C355,Biscuit,7,294.57,1855.79,10,Credit Card,Hyderabad,Rare,60,Male,9,0.91,0.77
T16137,C122,Milk,8,247.0,1580.8,20,Cash,Pune,Regular,44,Male,9,0.78,0.92
T16138,C407,Butter,2,367.13,734.26,0,Debit Card,Hyderabad,Regular,38,Female,9,0.85,0.43
T16139,C38,Soap,4,226.27,814.57,10,Cash,Chennai,Regular,42,Male,9,0.8,0.99
T16140,C265,Coke,7,175.93,1169.93,5,Debit Card,Bangalore,Regular,47,Male,9,0.98,0.23
T16141,C448,Pepsi,8,153.8,1230.4,0,UPI,Pune,Rare,47,Male,9,0.78,0.68
T16142,C223,Rice,1,113.62,102.26,10,Cash,Mumbai,Regular,27,Male,9,0.29,0.13
T16143,C643,Shampoo,4,140.22,560.88,0,Net Banking,Kolkata,Rare,20,Male,9,0.81,0.29
T16144,C310,Milk,6,56.47,271.06,20,Net Banking,Chennai,Regular,30,Female,9,0.39,0.67
T16145,C153,Tea,3,179.96,512.89,5,UPI,Delhi,Regular,44,Female,9,1.0,0.14
T16146,C310,Chocolate,5,27.92,139.6,0,UPI,Mumbai,Regular,35,Female,9,0.44,0.19
T16147,C347,Sugar,9,101.34,866.46,5,Cash,Delhi,Regular,62,Male,9,0.36,0.36
T16148,C658,Atta,3,375.92,1014.98,10,Credit Card,Hyderabad,Rare,41,Female,9,0.32,0.62
T16149,C163,Coffee,5,169.48,720.29,15,UPI,Bangalore,Regular,63,Male,9,0.69,0.11
T16150,C769,Cheese,8,337.44,2699.52,0,Cash,Delhi,Regular,31,Female,9,0.2,0.53
T16151,C999,Butter,6,361.27,2059.24,5,Debit Card,Delhi,Rare,56,Male,9,0.96,0.66
T16152,C170,Maggie,4,294.78,1179.12,0,Credit Card,Chennai,Regular,61,Male,9,0.36,0.46
T16153,C829,Sugar,8,479.76,3454.27,10,UPI,Ahmedabad,Regular,21,Female,9,0.37,0.16
T16154,C702,Soap,3,20.51,55.38,10,Debit Card,Ahmedabad,Regular,33,Female,9,0.14,0.65
T16155,C423,Soap,3,371.94,1060.03,5,Credit Card,Chennai,Rare,27,Female,9,0.32,0.65
T16156,C935,Tea,4,479.81,1535.39,20,Net Banking,Ahmedabad,Regular,54,Male,9,0.48,0.56
T16157,C757,Toothpaste,9,432.51,3892.59,0,UPI,Chennai,New,44,Female,9,0.43,0.72
T16158,C496,Pepsi,5,92.27,461.35,0,Credit Card,Mumbai,Regular,18,Female,9,0.35,0.29
T16159,C73,Coffee,8,170.14,1225.01,10,UPI,Chennai,Regular,22,Female,9,0.14,0.71
T16160,C603,Atta,6,94.5,567.0,0,UPI,Mumbai,Rare,30,Female,9,0.37,0.25
T16161,C442,Biscuit,3,304.64,868.22,5,UPI,Delhi,Regular,62,Male,9,0.8,0.45
T16162,C918,Pepsi,8,358.97,2441.0,15,Cash,Delhi,Regular,20,Male,9,0.49,0.16
T16163,C920,Oil,9,165.37,1339.5,10,Cash,Hyderabad,Regular,34,Male,9,0.36,0.84
T16164,C688,Biscuit,8,274.36,1865.65,15,Net Banking,Pune,Rare,36,Female,9,0.37,0.58
T16165,C165,Chocolate,4,348.55,1394.2,0,Credit Card,Hyderabad,Regular,54,Female,9,0.6,0.97
T16166,C120,Chocolate,6,216.46,1039.01,20,Debit Card,Bangalore,Regular,22,Female,9,0.37,0.95
T16167,C654,Rice,1,428.47,407.05,5,Credit Card,Ahmedabad,Rare,64,Male,9,0.67,1.0
T16168,C29,Soap,4,388.06,1552.24,0,Cash,Ahmedabad,Rare,59,Female,9,0.99,0.19
T16169,C990,Coffee,8,41.69,316.84,5,Debit Card,Ahmedabad,Regular,61,Male,9,0.14,0.65
T16170,C303,Pepsi,1,314.35,314.35,0,Net Banking,Delhi,Regular,41,Female,9,0.25,0.47
T16171,C290,Sugar,3,125.31,375.93,0,UPI,Delhi,Regular,60,Male,9,0.26,0.58
T16172,C133,Shampoo,1,283.18,283.18,0,Debit Card,Ahmedabad,Regular,50,Male,9,0.5,0.38
T16173,C279,Juice,9,478.88,3878.93,10,Debit Card,Kolkata,Regular,38,Female,9,0.14,0.14
T16174,C510,Tea,2,440.74,749.26,15,Credit Card,Pune,Rare,20,Female,9,0.53,0.74
T16175,C896,Sugar,9,208.21,1499.11,20,Credit Card,Chennai,Rare,21,Male,9,0.94,0.97
T16176,C418,Chocolate,4,152.84,519.66,15,Debit Card,Kolkata,New,49,Male,9,0.11,0.58
T16177,C262,Toothpaste,2,124.86,212.26,15,Debit Card,Ahmedabad,Regular,41,Female,9,0.43,0.4
T16178,C566,Cheese,4,270.93,1029.53,5,UPI,Bangalore,Regular,52,Male,9,0.78,0.94
T16179,C903,Pepsi,6,65.98,356.29,10,Debit Card,Chennai,Rare,35,Female,9,0.24,0.43
T16180,C1000,Atta,7,279.14,1758.58,10,UPI,Pune,Rare,20,Female,9,0.17,0.92
T16181,C995,Paneer,3,10.65,31.95,0,Debit Card,Delhi,Rare,56,Male,9,0.67,0.87
T16182,C370,Pepsi,3,168.69,430.16,15,Debit Card,Pune,Regular,43,Male,9,0.11,0.58
T16183,C181,Coke,8,117.77,753.73,20,Cash,Delhi,Rare,41,Female,9,0.82,0.71
T16184,C205,Sugar,5,485.9,2308.02,5,Net Banking,Kolkata,Regular,18,Male,9,0.16,0.73
T16185,C54,Biscuit,4,366.35,1318.86,10,Cash,Hyderabad,Regular,51,Male,9,0.57,0.68
T16186,C595,Soap,7,181.33,1269.31,0,Debit Card,Bangalore,Regular,29,Female,9,0.77,0.24
T16187,C719,Oil,7,55.49,310.74,20,Credit Card,Bangalore,Rare,34,Male,9,0.32,0.72
T16188,C79,Paneer,9,263.23,2013.71,15,Credit Card,Mumbai,Regular,38,Male,9,0.19,0.1
T16189,C65,Coke,9,114.59,825.05,20,Net Banking,Hyderabad,Regular,38,Male,9,0.26,0.74
T16190,C526,Juice,5,272.85,1227.82,10,Debit Card,Kolkata,Regular,20,Male,9,0.87,0.6
T16191,C870,Cheese,8,419.33,3186.91,5,Debit Card,Mumbai,Regular,61,Female,9,0.74,0.33
T16192,C517,Sugar,1,311.74,264.98,15,Debit Card,Kolkata,Regular,45,Male,9,0.28,0.82
T16193,C841,Milk,9,320.56,2740.79,5,Credit Card,Kolkata,Regular,42,Male,9,0.74,0.46
T16194,C545,Paneer,8,275.1,1760.64,20,Debit Card,Chennai,Regular,61,Male,9,0.74,0.54
T16195,C497,Oil,6,464.36,2228.93,20,Net Banking,Pune,Regular,23,Male,9,1.0,0.12
T16196,C926,Cheese,3,466.63,1399.89,0,Cash,Chennai,Rare,59,Female,9,0.45,0.46
T16197,C522,Salt,3,261.23,666.14,15,Credit Card,Ahmedabad,Regular,47,Female,9,0.88,0.25
T16198,C480,Oil,8,159.82,1022.85,20,Credit Card,Ahmedabad,Rare,49,Female,9,0.5,0.35
T16199,C593,Paneer,5,235.2,1058.4,10,Debit Card,Pune,Regular,39,Male,9,0.91,0.33
T16200,C958,Biscuit,7,101.41,638.88,10,Debit Card,Pune,Rare,55,Female,9,0.18,0.14
T16201,C854,Cheese,5,321.81,1528.6,5,Cash,Hyderabad,Rare,31,Female,9,0.26,0.51
T16202,C521,Butter,8,255.05,1836.36,10,Credit Card,Hyderabad,Rare,51,Male,9,0.86,0.57
T16203,C376,Juice,4,60.62,193.98,20,Credit Card,Hyderabad,Rare,60,Male,9,0.84,0.61
T16204,C146,Tea,2,106.85,192.33,10,Net Banking,Kolkata,Regular,64,Female,9,0.37,0.52
T16205,C376,Juice,3,245.02,624.8,15,Cash,Chennai,Regular,43,Female,9,0.64,0.88
T16206,C503,Butter,8,444.92,3381.39,5,Credit Card,Chennai,Regular,57,Male,9,0.44,0.13
T16207,C286,Maggie,7,287.53,1710.8,15,Debit Card,Mumbai,Rare,30,Male,9,0.11,0.65
T16208,C837,Paneer,2,343.95,550.32,20,Debit Card,Bangalore,Regular,47,Male,9,0.12,0.88
T16209,C140,Juice,6,176.12,845.38,20,Credit Card,Hyderabad,Rare,36,Female,9,0.15,0.14
T16210,C371,Pepsi,9,289.99,2348.92,10,Net Banking,Pune,Regular,59,Male,9,0.63,0.55
T16211,C419,Salt,4,229.22,916.88,0,UPI,Ahmedabad,Regular,58,Female,9,0.35,0.63
T16212,C250,Cheese,9,332.97,2996.73,0,UPI,Hyderabad,Regular,56,Female,9,0.23,0.27
T16213,C38,Coke,2,34.78,55.65,20,Credit Card,Mumbai,Rare,20,Female,9,0.95,0.33
T16214,C294,Salt,2,251.72,402.75,20,Debit Card,Chennai,Regular,48,Male,9,0.21,0.81
T16215,C106,Toothpaste,9,155.04,1325.59,5,UPI,Delhi,Regular,29,Female,9,0.71,0.61
T16216,C494,Paneer,7,169.83,951.05,20,Cash,Ahmedabad,Regular,32,Female,9,0.9,0.38
T16217,C739,Tea,7,480.85,2692.76,20,Cash,Chennai,Regular,62,Female,9,0.25,0.79
T16218,C781,Salt,1,99.52,94.54,5,Net Banking,Pune,Regular,55,Female,9,0.29,0.77
T16219,C536,Coke,6,162.51,828.8,15,Credit Card,Hyderabad,Rare,57,Male,9,0.62,0.41
T16220,C413,Shampoo,7,259.85,1546.11,15,Credit Card,Kolkata,Regular,31,Female,9,0.56,0.54
T16221,C434,Milk,6,432.88,2467.42,5,Net Banking,Mumbai,Regular,52,Male,9,0.57,0.7
T16222,C443,Shampoo,6,214.17,1220.77,5,Cash,Delhi,Regular,33,Male,9,0.6,0.41
T16223,C645,Tea,2,374.49,636.63,15,Debit Card,Delhi,Regular,41,Female,9,0.95,0.67
T16224,C776,Coke,6,429.62,2191.06,15,UPI,Delhi,Rare,34,Female,9,0.15,0.33
T16225,C294,Maggie,4,161.91,550.49,15,Net Banking,Ahmedabad,Rare,35,Male,9,0.78,0.36
T16226,C770,Butter,9,202.45,1548.74,15,Net Banking,Kolkata,Regular,59,Male,9,0.31,0.38
T16227,C504,Toothpaste,1,184.71,166.24,10,Cash,Bangalore,Regular,34,Male,9,0.44,0.94
T16228,C87,Sugar,8,418.1,3177.56,5,Debit Card,Delhi,Rare,33,Male,9,0.18,0.85
T16229,C631,Shampoo,5,31.73,158.65,0,UPI,Bangalore,Regular,38,Female,9,0.5,0.61
T16230,C927,Coke,1,161.13,145.02,10,Cash,Chennai,Regular,41,Female,9,0.82,0.61
T16231,C236,Atta,4,342.91,1371.64,0,Credit Card,Kolkata,Rare,51,Female,9,0.19,0.15
T16232,C47,Atta,1,287.07,287.07,0,Net Banking,Chennai,Regular,53,Female,9,0.35,0.68
T16233,C845,Butter,6,223.78,1074.14,20,UPI,Bangalore,Regular,60,Male,9,0.44,0.4
T16234,C639,Salt,2,274.57,521.68,5,Net Banking,Kolkata,Regular,44,Male,9,0.19,0.65
T16235,C750,Milk,5,106.82,480.69,10,Credit Card,Bangalore,New,56,Female,9,0.79,0.86
T16236,C529,Rice,7,221.05,1469.98,5,Debit Card,Bangalore,Regular,34,Female,9,0.81,0.14
T16237,C685,Pepsi,2,255.83,434.91,15,Net Banking,Delhi,Regular,42,Female,9,0.85,0.65
T16238,C999,Cheese,6,451.58,2574.01,5,Cash,Chennai,Rare,55,Male,9,0.63,0.61
T16239,C79,Juice,6,137.81,826.86,0,Debit Card,Mumbai,Regular,59,Female,9,0.56,0.29
T16240,C747,Coffee,5,435.24,1849.77,15,UPI,Chennai,Rare,38,Male,9,0.34,0.68
T16241,C192,Maggie,5,325.68,1546.98,5,Cash,Hyderabad,Regular,21,Male,9,0.69,0.6
T16242,C594,Oil,3,19.97,56.91,5,Credit Card,Delhi,Regular,42,Male,9,0.5,0.79
T16243,C385,Coffee,2,365.07,730.14,0,Debit Card,Ahmedabad,Rare,47,Male,9,0.97,0.2
T16244,C171,Milk,7,27.42,163.15,15,Net Banking,Kolkata,Rare,50,Female,9,0.97,0.5
T16245,C63,Toothpaste,1,498.72,498.72,0,UPI,Chennai,Regular,56,Male,9,0.91,1.0
T16246,C8,Paneer,6,437.59,2494.26,5,Credit Card,Ahmedabad,Rare,43,Male,9,0.42,0.72
T16247,C578,Rice,6,155.7,840.78,10,UPI,Mumbai,Regular,42,Female,9,0.43,0.72
T16248,C648,Biscuit,3,136.13,367.55,10,Cash,Chennai,Regular,33,Female,9,0.87,0.39
T16249,C798,Butter,2,196.91,315.06,20,UPI,Bangalore,Regular,41,Male,9,0.76,0.18
T16250,C544,Atta,2,184.52,332.14,10,Debit Card,Bangalore,Regular,22,Female,9,0.73,0.95
T16251,C70,Atta,9,192.45,1472.24,15,UPI,Ahmedabad,Regular,59,Female,9,0.35,0.19
T16252,C284,Atta,5,165.96,663.84,20,UPI,Pune,Regular,56,Male,9,0.85,0.99
T16253,C622,Coffee,7,314.36,1870.44,15,UPI,Hyderabad,Regular,30,Female,9,0.62,0.21
T16254,C930,Pepsi,5,90.49,407.2,10,UPI,Kolkata,Rare,47,Male,9,0.5,0.25
T16255,C312,Paneer,7,424.53,2674.54,10,Net Banking,Bangalore,New,24,Male,9,0.88,0.38
T16256,C891,Cheese,4,408.08,1550.7,5,Net Banking,Pune,Regular,64,Female,9,0.45,0.56
T16257,C122,Shampoo,8,243.48,1655.66,15,Debit Card,Pune,Rare,34,Female,9,0.69,0.81
T16258,C286,Oil,7,427.84,2994.88,0,Debit Card,Delhi,Regular,44,Female,9,0.52,0.97
T16259,C70,Toothpaste,5,131.1,622.72,5,UPI,Bangalore,Rare,52,Male,9,0.63,0.42
T16260,C924,Pepsi,6,18.61,94.91,15,Debit Card,Hyderabad,Regular,22,Female,9,0.14,0.12
T16261,C262,Paneer,5,313.41,1253.64,20,Debit Card,Delhi,Regular,59,Male,9,0.52,0.66
T16262,C180,Atta,7,234.38,1394.56,15,Net Banking,Mumbai,Regular,22,Female,9,0.6,0.74
T16263,C929,Cheese,2,287.91,460.66,20,Credit Card,Mumbai,Regular,41,Male,9,0.54,0.46
T16264,C359,Toothpaste,5,450.68,1802.72,20,Credit Card,Chennai,New,24,Female,9,0.86,0.27
T16265,C14,Cheese,3,485.26,1310.2,10,Debit Card,Mumbai,Regular,24,Male,9,0.38,0.38
T16266,C523,Juice,9,320.88,2887.92,0,Net Banking,Chennai,Rare,31,Female,9,0.9,0.69
T16267,C78,Milk,6,384.39,1960.39,15,Debit Card,Mumbai,Regular,32,Female,9,0.46,0.54
T16268,C599,Salt,3,51.07,153.21,0,Credit Card,Ahmedabad,Regular,22,Female,9,0.73,0.77
T16269,C668,Rice,7,88.75,497.0,20,Credit Card,Chennai,Regular,54,Female,9,0.18,0.3
T16270,C938,Pepsi,4,369.27,1329.37,10,Cash,Chennai,Regular,21,Female,9,0.28,0.86
T16271,C555,Coke,3,221.37,664.11,0,Net Banking,Mumbai,Regular,47,Male,9,0.79,0.24
T16272,C414,Paneer,8,228.52,1736.75,5,Cash,Delhi,Regular,37,Male,9,0.11,0.4
T16273,C9,Tea,4,161.22,515.9,20,Debit Card,Hyderabad,Regular,43,Female,9,0.97,0.63
T16274,C324,Maggie,1,307.6,292.22,5,Cash,Pune,Rare,26,Male,9,0.27,0.76
T16275,C373,Sugar,6,100.73,604.38,0,Net Banking,Chennai,Regular,47,Male,9,0.91,0.34
T16276,C434,Toothpaste,1,317.19,317.19,0,Credit Card,Kolkata,Regular,61,Female,9,0.56,0.95
T16277,C844,Atta,5,95.16,475.8,0,Debit Card,Kolkata,Regular,39,Female,9,0.61,0.74
T16278,C249,Butter,7,41.27,245.56,15,Cash,Bangalore,Rare,57,Male,9,0.18,0.3
T16279,C211,Salt,6,171.88,825.02,20,UPI,Hyderabad,Rare,58,Male,9,0.43,0.75
T16280,C448,Biscuit,2,123.26,197.22,20,Credit Card,Delhi,Regular,61,Female,9,0.24,0.73
T16281,C641,Milk,4,445.61,1425.95,20,Credit Card,Chennai,Rare,47,Female,9,0.57,0.78
T16282,C649,Coffee,2,36.93,62.78,15,Debit Card,Hyderabad,Regular,37,Female,9,0.6,0.92
T16283,C461,Toothpaste,1,96.54,96.54,0,Net Banking,Chennai,Rare,45,Male,9,0.74,0.74
T16284,C848,Coke,3,278.87,836.61,0,Net Banking,Ahmedabad,Regular,24,Female,9,0.89,0.42
T16285,C647,Chocolate,3,245.72,700.3,5,Debit Card,Chennai,Regular,21,Male,9,0.52,0.81
T16286,C9,Juice,7,32.47,193.2,15,Debit Card,Chennai,Regular,45,Female,9,0.31,0.73
T16287,C699,Soap,1,13.55,12.2,10,Debit Card,Chennai,Regular,52,Female,9,0.4,0.62
T16288,C449,Salt,9,494.15,3780.25,15,Cash,Kolkata,Rare,50,Male,9,0.86,0.42
T16289,C282,Butter,6,332.83,1897.13,5,Net Banking,Ahmedabad,Regular,24,Female,9,0.23,0.93
T16290,C865,Chocolate,4,189.05,718.39,5,Debit Card,Pune,Regular,26,Male,9,0.66,0.56
T16291,C150,Toothpaste,3,240.51,685.45,5,Cash,Mumbai,Rare,51,Male,9,0.11,0.67
T16292,C492,Butter,3,140.61,421.83,0,UPI,Pune,Regular,56,Male,9,0.32,0.47
T16293,C709,Toothpaste,2,178.99,322.18,10,Credit Card,Delhi,Regular,59,Female,9,0.63,0.8
T16294,C717,Soap,2,328.03,623.26,5,Credit Card,Chennai,Regular,51,Female,9,0.51,0.41
T16295,C176,Maggie,5,442.58,1770.32,20,Credit Card,Chennai,Regular,30,Female,9,0.54,0.83
T16296,C777,Coke,9,100.22,901.98,0,Debit Card,Hyderabad,Regular,46,Male,9,0.69,0.2
T16297,C83,Shampoo,2,421.78,759.2,10,UPI,Pune,Regular,52,Female,9,0.31,0.74
T16298,C299,Sugar,2,69.56,111.3,20,Debit Card,Chennai,Rare,62,Female,9,0.35,0.53
T16299,C337,Tea,6,115.35,622.89,10,Credit Card,Chennai,Regular,27,Female,9,0.72,0.73
T16300,C185,Toothpaste,2,28.22,50.8,10,Credit Card,Chennai,Regular,47,Female,9,0.58,0.58
T16301,C857,Sugar,4,79.0,252.8,20,UPI,Ahmedabad,Regular,61,Female,9,0.11,0.22
T16302,C267,Rice,6,459.48,2343.35,15,Cash,Ahmedabad,Regular,43,Male,9,0.7,0.53
T16303,C670,Cheese,5,235.12,1058.04,10,UPI,Ahmedabad,Rare,52,Female,9,0.66,0.97
T16304,C456,Rice,1,48.06,40.85,15,UPI,Bangalore,Rare,45,Female,9,0.17,0.78
T16305,C245,Atta,6,480.27,2593.46,10,Debit Card,Kolkata,Regular,46,Female,9,0.77,0.37
T16306,C999,Soap,1,440.71,352.57,20,Debit Card,Pune,Rare,23,Male,9,0.57,0.95
T16307,C713,Sugar,3,379.79,1025.43,10,UPI,Ahmedabad,Rare,20,Female,9,0.28,0.8
T16308,C645,Chocolate,5,467.4,2220.15,5,Debit Card,Kolkata,Rare,46,Male,9,0.6,0.43
T16309,C147,Sugar,5,117.86,559.83,5,UPI,Mumbai,Regular,19,Male,9,0.64,0.64
T16310,C858,Juice,6,419.82,2267.03,10,Credit Card,Bangalore,Regular,39,Female,9,0.93,0.48
T16311,C668,Shampoo,8,348.1,2227.84,20,Debit Card,Bangalore,Rare,63,Male,9,0.77,0.19
T16312,C841,Juice,5,436.18,1744.72,20,UPI,Delhi,Regular,64,Male,9,0.37,0.83
T16313,C955,Tea,1,400.49,400.49,0,UPI,Chennai,Regular,44,Male,9,0.21,0.27
T16314,C386,Coffee,5,179.78,719.12,20,UPI,Chennai,New,39,Female,9,0.87,0.51
T16315,C857,Biscuit,3,389.46,993.12,15,Net Banking,Bangalore,Rare,27,Male,9,0.86,0.73
T16316,C996,Coffee,4,138.6,498.96,10,Net Banking,Ahmedabad,Regular,36,Female,9,0.26,0.94
T16317,C788,Oil,8,171.01,1299.68,5,Credit Card,Chennai,Regular,41,Female,9,0.16,0.16
T16318,C451,Soap,7,62.87,352.07,20,Credit Card,Hyderabad,Regular,44,Male,9,0.74,0.45
T16319,C117,Pepsi,5,468.19,2223.9,5,Net Banking,Bangalore,Regular,53,Male,9,0.75,0.65
T16320,C606,Atta,2,152.59,305.18,0,Cash,Delhi,Rare,60,Male,9,0.26,0.8
T16321,C181,Salt,6,265.11,1431.59,10,Cash,Ahmedabad,Regular,34,Female,9,0.7,0.93
T16322,C65,Rice,6,201.75,968.4,20,Credit Card,Kolkata,Regular,27,Female,9,0.35,0.1
T16323,C572,Paneer,6,480.36,2738.05,5,Debit Card,Ahmedabad,Rare,34,Male,9,0.33,0.66
T16324,C58,Butter,9,174.17,1254.02,20,Debit Card,Delhi,Regular,61,Male,9,0.39,0.11
T16325,C329,Coffee,8,391.49,3131.92,0,Debit Card,Kolkata,Regular,27,Female,9,0.57,0.81
T16326,C580,Juice,8,429.15,3261.54,5,Net Banking,Bangalore,Regular,27,Female,9,0.82,0.23
T16327,C132,Pepsi,1,223.45,212.28,5,Cash,Ahmedabad,Regular,55,Female,9,0.55,0.91
T16328,C231,Chocolate,5,195.3,878.85,10,Debit Card,Ahmedabad,Rare,34,Male,9,0.37,0.24
